kein Glas;6545091;3;Lower;57;9342266400;1
kein Glas;6545100;4;Lower;57;8841281600;1
kein Glas;6545109;5;Lower;57;8823426400;1
kein Glas;6545118;6;Lower;57;8761497600;1
kein Glas;6545127;7;Lower;57;8272136000;1
kein Glas;6545135;0;Lower;58;7062068800;1
kein Glas;6545144;1;Lower;58;10240000000;1
kein Glas;6545153;2;Lower;58;6020762400;1
kein Glas;6545162;3;Lower;58;9352265600;1
kein Glas;6545170;4;Lower;58;8770291200;1
kein Glas;6545179;5;Lower;58;8904348000;1
kein Glas;6545188;6;Lower;58;8805643200;1
kein Glas;6545197;7;Lower;58;8319390400;1
kein Glas;6545206;0;Lower;59;7027989600;1
kein Glas;6545214;1;Lower;59;10240000000;1
kein Glas;6545223;2;Lower;59;6004214400;1
kein Glas;6545232;3;Lower;59;9362285600;1
kein Glas;6545241;4;Lower;59;8859208800;1
kein Glas;6545249;5;Lower;59;9023889600;1
kein Glas;6545258;6;Lower;59;8770291200;1
kein Glas;6545267;7;Lower;59;8383242400;1
kein Glas;6545276;0;Lower;60;7073502400;1
kein Glas;6545285;1;Lower;60;10240000000;1
kein Glas;6545293;2;Lower;60;5979562000;1
kein Glas;6545302;3;Lower;60;9312397600;1
kein Glas;6545311;4;Lower;60;8770291200;1
kein Glas;6545320;5;Lower;60;8877209600;1
kein Glas;6545328;6;Lower;60;8770291200;1
kein Glas;6545337;7;Lower;60;8264312800;1
kein Glas;6545346;0;Lower;61;7056366400;1
kein Glas;6545355;1;Lower;61;10240000000;1
kein Glas;6545363;2;Lower;61;5926836800;1
kein Glas;6545372;3;Lower;61;9312397600;1
kein Glas;6545381;4;Lower;61;8648762400;1
kein Glas;6545390;5;Lower;61;8823426400;1
kein Glas;6545399;6;Lower;61;8770291200;1
kein Glas;6545407;7;Lower;61;8240930400;1
kein Glas;6545416;0;Lower;62;7027989600;1
kein Glas;6545425;1;Lower;62;10240000000;1
kein Glas;6545434;2;Lower;62;5995974400;1
kein Glas;6545442;3;Lower;62;9322332800;1
kein Glas;6545451;4;Lower;62;8779102400;1
kein Glas;6545460;5;Lower;62;8823426400;1
kein Glas;6545469;6;Lower;62;8691776800;1
kein Glas;6545478;7;Lower;62;8248709600;1
kein Glas;6545486;0;Lower;63;7016702400;1
kein Glas;6545495;1;Lower;63;10240000000;1
kein Glas;6545504;2;Lower;63;5947005600;1
kein Glas;6545513;3;Lower;63;9292591200;1
kein Glas;6545521;4;Lower;63;8735221600;1
kein Glas;6545530;5;Lower;63;8779102400;1
kein Glas;6545539;6;Lower;63;8631676000;1
kein Glas;6545548;7;Lower;63;8186883200;1
kein Glas;6545557;0;Lower;64;6971915200;1
kein Glas;6545565;1;Lower;64;10240000000;1
kein Glas;6545574;2;Lower;64;5918808000;1
kein Glas;6545583;3;Lower;64;9194808800;1
kein Glas;6545592;4;Lower;64;8683140000;1
kein Glas;6545600;5;Lower;64;8726498400;1
kein Glas;6545609;6;Lower;64;8665917600;1
kein Glas;6545618;7;Lower;64;8148709600;1
kein Glas;6545627;0;Lower;65;6988643200;1
kein Glas;6545635;1;Lower;65;10240000000;1
kein Glas;6545644;2;Lower;65;5906804800;1
kein Glas;6545653;3;Lower;65;9146685600;1
kein Glas;6545662;4;Lower;65;8717792000;1
kein Glas;6545671;5;Lower;65;8735221600;1
kein Glas;6545679;6;Lower;65;8580818400;1
kein Glas;6545688;7;Lower;65;8118426400;1
kein Glas;6545697;0;Lower;66;6944212000;1
kein Glas;6545706;1;Lower;66;10240000000;1
kein Glas;6545714;2;Lower;66;5886907600;1
kein Glas;6545723;3;Lower;66;9185144000;1
kein Glas;6545732;4;Lower;66;8623157600;1
kein Glas;6545741;5;Lower;66;8709103200;1
kein Glas;6545750;6;Lower;66;8606172000;1
kein Glas;6545758;7;Lower;66;8095861600;1
kein Glas;6545767;0;Lower;67;6933192000;1
kein Glas;6545776;1;Lower;67;10240000000;1
kein Glas;6545785;2;Lower;67;5894850400;1
kein Glas;6545793;3;Lower;67;9146685600;1
kein Glas;6545802;4;Lower;67;8657331200;1
kein Glas;6545811;5;Lower;67;8850236000;1
kein Glas;6545820;6;Lower;67;8547244800;1
kein Glas;6545829;7;Lower;67;8156316000;1
kein Glas;6545837;0;Lower;68;6938697600;1
kein Glas;6545846;1;Lower;68;10240000000;1
kein Glas;6545855;2;Lower;68;5898830000;1
kein Glas;6545864;3;Lower;68;9089597600;1
kein Glas;6545872;4;Lower;68;8665917600;1
kein Glas;6545881;5;Lower;68;8683140000;1
kein Glas;6545890;6;Lower;68;8522236800;1
kein Glas;6545899;7;Lower;68;8021542400;1
kein Glas;6545907;0;Lower;69;6873204000;1
kein Glas;6545916;1;Lower;69;10240000000;1
kein Glas;6545925;2;Lower;69;5859276000;1
kein Glas;6545934;3;Lower;69;9108548000;1
kein Glas;6545943;4;Lower;69;8640211200;1
kein Glas;6545951;5;Lower;69;8657331200;1
kein Glas;6545960;6;Lower;69;8563998400;1
kein Glas;6545969;7;Lower;69;8073421600;1
kein Glas;6545978;0;Lower;70;6878614400;1
kein Glas;6545986;1;Lower;70;10240000000;1
kein Glas;6545995;2;Lower;70;5847512800;1
