Label,Time,SensorNr,Identifier,Interval,Measurement,Iteration
644-2,1438615,0,Lower,61,71958280.00,1
644-2,1438624,1,Lower,61,102400000.00,1
644-2,1438633,2,Lower,61,62222644.00,1
644-2,1438641,3,Lower,61,92827192.00,1
644-2,1438650,4,Lower,61,89407912.00,1
644-2,1438659,5,Lower,61,89134312.00,1
644-2,1438668,6,Lower,61,85808184.00,1
644-2,1438676,7,Lower,61,82956960.00,1
644-2,1438685,0,Lower,62,72616064.00,1
644-2,1438694,1,Lower,62,102400000.00,1
644-2,1438703,2,Lower,62,62090004.00,1
644-2,1438712,3,Lower,62,92434416.00,1
644-2,1438720,4,Lower,62,88592088.00,1
644-2,1438729,5,Lower,62,89407912.00,1
644-2,1438738,6,Lower,62,85892528.00,1
644-2,1438747,7,Lower,62,82409304.00,1
644-2,1438755,0,Lower,63,71545848.00,1
644-2,1438764,1,Lower,63,102400000.00,1
644-2,1438773,2,Lower,63,61695456.00,1
644-2,1438782,3,Lower,63,92239272.00,1
644-2,1438791,4,Lower,63,88502360.00,1
644-2,1438799,5,Lower,63,87614976.00,1
644-2,1438808,6,Lower,63,84973744.00,1
644-2,1438817,7,Lower,63,82099592.00,1
644-2,1438826,0,Lower,64,71899064.00,1
644-2,1438834,1,Lower,64,102400000.00,1
644-2,1438843,2,Lower,64,61695456.00,1
644-2,1438852,3,Lower,64,91180520.00,1
644-2,1438861,4,Lower,64,87614976.00,1
644-2,1438870,5,Lower,64,87879320.00,1
644-2,1438878,6,Lower,64,84973744.00,1
644-2,1438887,7,Lower,64,81792200.00,1
644-2,1438896,0,Lower,65,71080264.00,1
644-2,1438905,1,Lower,65,102280144.00,1
644-2,1438913,2,Lower,65,61134328.00,1
644-2,1438922,3,Lower,65,90613208.00,1
644-2,1438931,4,Lower,65,87527216.00,1
644-2,1438940,5,Lower,65,86573312.00,1
644-2,1438949,6,Lower,65,84808800.00,1
644-2,1438957,7,Lower,65,81563160.00,1
644-2,1438966,0,Lower,66,71254144.00,1
644-2,1438975,1,Lower,66,101448920.00,1
644-2,1438984,2,Lower,66,60921216.00,1
644-2,1438992,3,Lower,66,91562696.00,1
644-2,1439001,4,Lower,66,86917768.00,1
644-2,1439010,5,Lower,66,86917768.00,1
644-2,1439019,6,Lower,66,83912936.00,1
